"Property ID","Property Name","Room ID","Room Name","Item ID","Item Name","Purchase Date",Quantity,"Purchase Price","Current Price","Category Name","Policy ID","Policy Name","Policy Type",Brand,Model,"Serial Number",Notes,Created,Labels,Photos,PDFs
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561817,"Gipsskulptur av JL Runeberg",,1,0.00,500.00,Prydnadsf,,,,,,21,"Byst i stil med nr. 19, Runeberg har även trivts i Gustavianska rummet","2016-04-27 10:59:04",,67TGzUBIMMA23yTn1tSpqE.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561846,"Grafik Wiborgs slott",,1,0.00,200.00,Konst,,,,"Bruno Tuukkanen 1946 (1891-1979)",h21x52,174,"Baksidan text: Tyrgills Museets samlingar Nr 595. Gåva av konstnären","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561906,"Målning, Salutorget",,1,0.00,300.00,Konst,,,,"Sergei Zlenko",122x79,542,"Gåva av konstnären (som målat Magnus Ståhlbergs porträtt nr 541)","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561903,"Matbord med skiva",,1,2000.00,2000.00,Bord,,,,,"255x120 H75",531,"Rymmer 12 pers som utdragen","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561880,"Matta med rutigt mönster",,1,0.00,700.00,Mattor,,,,Afghan?,272x151,233,"Hör troligtvis till HWs anskaffningar, enligt LG","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561850,"Matta Wilton",,1,0.00,200.00,Mattor,,,,,350x250,207,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561863,"Medaljongporträtt Erik Hornborg",,1,0.00,120.00,Konst,,,,"Gerda Qvist 1954 (1883-1957)","Diam 30",220,,"2016-04-27 10:59:04",,5iKOAuyFkjdcynQ83XyVGa.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561883,"Pinnstol med Svenska Kl emblem",,7,0.00,400.00,Stolar,,,,"1800 talet",H99xb43xL44,235,"Snickargruppen renoverade 2003, Total antalet oklar enl. LG, hittat blott 6 st.","2016-04-27 10:59:04",,5HeGVH7fUFjQZfXRB8jpCB.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561893,"Pinnstol Svenka Kl, svart, ingrav",,2,0.00,300.00,Stolar,,,,"1800 talet","H 100 B36 L47",397,"Likadana stolar 4 st i Tv rummet, en fattas, Tidigare 7 st, 2.2.2010 blott 6 stolar","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item1265821,"Praktspegel med fotbord",03/21/2017,1,0.00,500.00,Furniture,,,,,"H 315 x B 95",,"Gåva av Carl-Gustav Spåre, från början av 1900-talet, bord med marmorskiva, renoverades av Artegrafica (190 e), transportkostnad 200 e, Mustamaki.","2017-04-04 13:11:33",,"5YzlGTpgsnqAJnrtgTfznm.jpg, 5779vHoo2JwL2IwVMuEgpm.jpg",
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561840,"Runda nyrenässans bord",,2,0.00,400.00,Bord,,,,"Antagligen 1800 talets slut","Diam 61 h 77",144,"Bordet reparerades hos Tähtinen 2005, kostade 225 e.","2016-04-27 10:59:04",,3JlgS5MZFiegolpbiSpHt7.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561870,Schackbord,,1,0.00,1200.00,Bord,,,,,"H 77x54x54",228,"Nyrenässans stil, metallhylla, dekorationer Har funnits på klubben redan 1921, Medlemsbladet 1/2001 s. 5","2016-04-27 10:59:04",,43EdPZzMxyoATKL2Zfu4W1.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561831,"Sittande man, ""Don Sigurd""",,1,0.00,2000.00,Konst,,,,"Ilmari Huiti 1924 (1897-1960)","h 54x44",71,"Oljemålning på pannå, gåva av general konsul Sigurd Blomqvist år 1975, Målningen kallas också ""Den trötta agenten""","2016-04-27 10:59:04",,31Tg71SSeBnbC59BKch6II.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561824,Soffbord,,2,0.00,200.00,Bord,,,,"1980 talet","Barock stil",65,"Det ena ovalt h 59 l 116 b 58 det andra fyrkantigt h 56 l 100 b 50 Ett liknande (söndrigt) finns i källaren","2016-04-27 10:59:04",,3lN5TleEImUgFL2cYAlm63.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561896,"Soffbord runt",,2,0.00,1000.00,Bord,,,,"Tyylikaluste Lappalainen Lahtis","Diam 87 H 55",506,"OBS den andra i nedre hallen Med glasskiva. köpt fr. Kruunukaluste","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561873,Spelbord,,1,0.00,500.00,Bord,,,,"A Wasastjärna 1928",H73x80x80,230,"Grönt kläde och reglade ben 3 i källaren, totalt 4 bord","2016-04-27 10:59:04",,BcEEctqCmAF5hu5i4ytP.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561876,"Spelbord med Perstorpskiva",,1,0.00,100.00,Bord,,,,"1970 talet",H74x78x78,231,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561886,"Stol Svenska Klubben svart",,1,0.00,500.00,Stolar,,,,,"H 98 b 44 L 44",308,"Utan armstöd, snyggt restaurerade, liknande i läsesalen se 235","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561853,"Takkrona 6 armar lampor med skärm",,1,0.00,300.00,Armatur,,,,"1980 talet","H 65 B ca 60",212,,"2016-04-27 10:59:04",,4k5iiK25OumeN4QIm1RKi7.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561899,"Takkrona Holland 8 ljus",,1,695.00,750.00,Armatur,,,,,"H 55 B 70",529,"Prima skick, lampskärmar beställdes år2013 fr Töölön sähköhuolto","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561860,"Tryck, Dam ser ut från fönster",,1,0.00,150.00,Konst,,,,"1800 talet",h40x30,217,"Gava från BM 19.9.2003","2016-04-27 10:59:04",,4apCPi5CZK7HVcGLCTT1Cp.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190965,"3N Spelsalen",Item561890,"Vas Jianging 1796-1820",,1,0.00,700.00,Prydnadsf,,,,"1796-1820 Kina","H 40 B 22",332,"Gåva fr. Sällskapet 1955","2016-04-27 10:59:04",,2D3RAMRWE8CU4v2ihr3DGp.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561944,"Akvarell porträtt",,1,0.00,700.00,Konst,,,,"Hugo Backmansson 1931 (1860-1953)",h38x30,180,"Portratt av VH Carl Seth Olofson fr. Aland, advokat i Helsingfors, dod 4.7.1944","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562059,"Amerikanskt antikskåp",,1,0.00,250.00,Sk,,,,"USA borjan av 1900 talet",120x120x60,536,"En rymlig byra behovdes till kansliet for uppevaradet av diverse prylar. Intendenten VK donerade skapet, som han hamtat med sig fran Washinton DC pa 1980 talet.","2016-04-27 10:59:04",,2WDV4rIfMIjjZjHZI1kizR.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562062,"Antik pulpet",,1,0.00,250.00,Sk,,,,USA,80x90x57,540,"Intendenten VK donerade pulpeten, som ar av samma typ som antikskapet med maritimt motiv nr 536","2016-04-27 10:59:04",,SQPTYgCwPuIytGn9jIYZv.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561967,"Arkivskåp med rulleau",,1,0.00,300.00,Sk,,,,"Asko eller motsv..","H 127 L 106 B 45",313,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562047,Balloterinsurna,,1,0.00,500.00,,,,,,"H30 B12",465,"Av bjork, av tva delar, skold pa fot med lock, total renovering 4.7.2004, prima skick","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561931,"Bjälklagets gamla minnestavla",,1,0.00,100.00,,,,,,,,"Gammal tavla, ersattes av en ny kombi tavla i Klubbsalen mars 2015","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561973,"Bokhylla i ek",,1,0.00,400.00,Hyllor,,,,"1920 talet","H 120 L 200 B 40",315,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561970,"Bokskap 2 glasdörrar AAA mod",,1,0.00,200.00,Sk,,,,"1900 talet","H 140 L118 B 35",314,"Liknande i kallaren","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561925,"Bokskåp, tre delat med glasdörrar",,1,0.00,700.00,Sk,,,,"Billnas typ","h 117 l 86 b 26",67,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561928,Bönematta,,1,0.00,250.00,Mattor,,,,,,70,"Har funnits i diverse stallen, korridoren spelsalen etc.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562058,"Bönematta liten",,1,0.00,50.00,Mattor,,,,,50x70,532,"Flyttats omkring, i kansliet jan 2015","2016-04-27 10:59:04",,1aqPBn7IugImfP62nJkfEA.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561922,"Bordslampa, svarvad träfot",,1,0.00,120.00,Armatur,,,,,"h 74x36",61,"Skarm med skeppsmotiv","2016-04-27 10:59:04",,140GJPAwMCMMjjvSO1zl3M.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562005,"Bronskandelaber 3 ljus",,1,0.00,450.00,Prydnadsf,,,,,"H 49 B 20",330,"Den andra av �ke Lydman donerade kandelabrar. Purchased at: Gva 1958","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562031,"Collage med fotografier",,1,0.00,50.00,Prydnadsf,,,,,,339,"Bilder av klubbens 7 bibliotekarier","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561976,"Etsning Councillor et al",,4,0.00,150.00,Konst,,,,"Axel Tallberg 1894",H16xB12,317,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562065,"Flugklubbens standar",06/15/2015,1,150.00,150.00,Prydnadsf,,,,,,,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562053,Flygelduk,,1,0.00,200.00,,,,,"1800 talet",150x150,520,"Paisley schal donerad av CE Estlander, prydligare skydd på flygeln emottogs 11.4.2007. Purchased at: Gåva","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561989,"Gås uppstoppad",,1,0.00,500.00,Prydnadsf,,,,1996,"H 57 B 30",325,"Inforskaffades 3.12.1996 for att hedra Eirik Cronstedt pa hans 85 arsdag","2016-04-27 10:59:04",,17gOrJKwfNTLG3aKhV1Bhz.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561935,"Gipsrelief Gustav Vasa",,1,0.00,300.00,Konst,,,,,"H 110 X b 41",112,"Med 12 cm bred m�rk betsad tr�ram Sprickor fr v�nster till h�ger till kn�n och vaden","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561938,"Gipsrelief Gustav Vasa",,1,0.00,400.00,Konst,,,,,"H 110 X b 41",114,"Väntar upphängning till övre trapphallen","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562037,"Gonggong i brons med hammare",,1,0.00,150.00,,,,,,"Diam 22",342,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561916,"Havet svallar",,1,0.00,300.00,Konst,,,,,"h 54x91",11,"Oljemålning av okänd konstnär","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item1101703,"Helsingfors vimpel",05/04/2016,1,0.00,30.00,Other,,,,,,,"Köpt fr. Stockmann, april 2016, används alternerande med klubbvimpeln vid huvudingången","2016-05-03 21:25:28",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562044,"Högtalarannläggning, gamla",,1,0.00,0.00,,,,,,,449,"LG skrivit, att denna kanske 20 år gamla har ersatts med en ny 2004.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561992,"Jackettklubbens standar",,1,0.00,100.00,Prydnadsf,,,,,"H 74",326,"Purchased at: 2007","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562052,"Kandelaber for 5 ljus, mässing",,1,0.00,200.00,Prydnadsf,,,,"1920 talet","h 53 diam 38",512,"Donerades av Harry Paul med anl av klubben 125 ar, anvands av Strommingsakademien eller i samband med klubbaftnar i Spelsalen pa staende bord","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562002,"Kandelaber i brons med 4 ljus",,1,0.00,600.00,Prydnadsf,,,,"From sekelskiftet 1800/1900","H 51,5 B 20",329,"Apotekare Åke Lydman har donerat 2 st","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561957,Karmstol,,2,0.00,600.00,Stolar,,,,,,,"Fr�n 1900 talets b�rjan, ovanligt kraftiga armst�d, snyggt �verkl�dda med m�rkgr�nt tyg p� 1990 talet.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561983,Karta,,1,0.00,250.00,,,,,"1700 Homan","H 53 B 58",323,"Purchased at: Gåva 1908 Arro Roos ?","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562063,Klubbemblem,12/15/2011,1,0.00,70.00,Prydnadsf,,,,"Tor Bagge, Ekenäs",25x25,543,"Klubbroder TB donerade emblemet 2011, tillverkad av färgad glas infälld i metallram.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562067,"Klubbord -skylt",05/15/2015,1,120.00,120.00,,,,,,"Tung mässing skylt ca 20 cm lang",,"Med text ""klubbord"", används på klubbaftnar for att indikera oppet bord for all klubbröder","2016-04-27 10:59:04",,1ZzgnF2SCIpF7bv8I32zcA.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562054,Klubbvimpel,,1,0.00,70.00,,,,,"Helsingin Lipputehdas Oy","För 8 meters stång",,"Förra fr 2007 ersattes me denna längre version. köpt fr. Stockmann","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562051,"Laddningsapprat för microfonen",,1,0.00,20.00,,,,,,,510,"Icke i aktiv bruk!. Purchased at: Clas Ohlsson Hfors","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562050,"Ljusstake av glas",,2,0.00,100.00,Prydnadsf,,,,,"H 18",509,"Av Handelsgillet på klubbens 125 jubileum.. Gåva","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561948,"Matta Wilton",,1,0.00,200.00,Mattor,,,,Wilton,285x198,208,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562024,"Medalj HBL 100 år brons",,1,0.00,50.00,,,,,1964,"Diam 7 cm",338,,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562015,"Medalj Lördagssällskapet",,1,0.00,100.00,,,,,,"Diam 7 cm",334,"Sällskapets Nestor i silver MCMLVI","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562018,"Medalj MM brons",,1,0.00,50.00,,,,,,"Diam 9 cm",335,"Till Klubben p� 100 �rsdagen.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562028,"Medalj MM hyllar SK till 110 år",,1,0.00,100.00,,,,,1990,"Diam 9 cm",338,"MMs Medalj på mahogny underlag, hyllar SK 110 år","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562021,"Medalj Svenska Teatern 100 år",,1,0.00,50.00,,,,,1966,"Diam 7 cm",336,Brons,"2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561980,"Medaljong Walter Runeberg",,1,0.00,100.00,Prydnadsf,,,,,"Diam 22",322,"Skada i kanterna","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562011,"Namntavla, donatorer",,1,0.00,200.00,Prydnadsf,,,,1980,"H 70 B51",333,"Med 74 namnplåtar på grönt","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562049,"Olika standar",,6,0.00,100.00,,,,,,,476,"Klubbens och MMs gemensamma, Klubbens egen (dubbelsidig), Torsdagsklubben, Viborgskavännernas, Jackettklubben, Strömmingsakademien (dubbelsidig)","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561913,"Ordf ringklocka",10/30/2014,1,40.00,40.00,,,,,,"Ca 30 cm lng",544,"Används av ordf för att få uppmärksamhet och bringa ordning på möten","2016-04-27 10:59:04",,2VPjdBFySs70Qui8LQMsj2.jpg,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562060,"Porträtt av Ossian Donner, etsning",,1,0.00,1800.00,Konst,,,,"Akseli Gallen-Kallela","Ca 25x30",537,"Donerades till klubben av dåvarande styrelsesekreteraren VH Jean-Louis Lauren. Purchased at: Gåva 2010","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562008,"Samovaren, brännvinskylare",,1,0.00,2500.00,,,,,,"H 65 B 27",,"Wiklund+Morelius inköpt fr. Bukowskis för 8250 mk, till klubben 1989, Tre kranar med silver namnbrickor för olika brännvinssorter, som avnjuts särskilt på säsongsavslutningen","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562055,"Skrin för balloterigs urna...",,1,0.00,1000.00,,,,,"Snickargruppen under C-E Spres ledning","H21 L 42 B 26",523,"... och ordf klubba Ursprungliga skrinet av papp!!! Ersattes av ett nytt skrin, som utvecklades efter iden från Strömmingsakademien. Snickaräldermannen Spåre tillsammans med Rolf Kokkola och enligt Lennart Gripenbergs ritningar lagades ett inköpt skrin om och pryddes med klubbens emblem.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561951,"Skrivbord av ek",,1,0.00,1200.00,Bord,,,,"Mbelfabriken Westerlund","H 75 L 180 B 90",305,"Tillverkad p� 1930 talet, best�llningsarbete, f�r Eiriks sv�rfars sv�ger. Bordet har tre bordsl�dor och tv� sidosk�p.. Purchased at: Gva 1940 talet av Eirik Cronstedt","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562041,"Skrivmaskin Adler",,1,0.00,50.00,,,,,Adler,,343,"Gammal maskin ej i aktiv bruk!","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562056,Snapsbutelj,,6,0.00,120.00,Prydnadsf,,,,"Glasbruk Reijmyre, Sverige","500 gr snaps",525,"Med klubbens emblem, gåvoartikkel Ursprungliga antalet 12 minskar, överlämnad bl a till MM, SvenskaKlubben i Borgå, East India Club, Norske selskapet.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561961,"Soffbord 1950 talets slut",,1,0.00,100.00,Bord,,,,,"H 56 L 85 B 55 ovalt",310,"Dåligt skick!. Purchased at: Stockmann","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561964,"Spelbord nyränessans",,1,0.00,700.00,Bord,,,,,"1800 talets slut",311,"Anvands som maskinskrivningsbord","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562046,"Staffli av bok",,1,0.00,100.00,,,,,,160x58,100,"Inhandlat för Eirik Cronstedts porträttavtäckning 2001, har använts även senare","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562045,Stålfat,,1,0.00,100.00,Prydnadsf,,,,Jaro,"31,5x31,5",456,"Med svart graverat skepp Concordia af Jacobstad. Purchased at: Gava 1980 Jakobstads kl.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562034,"Standar Grönt med märke",,1,0.00,100.00,Prydnadsf,,,,,"H 46",340,"Pa silverplakett: SK 100 ar 10.10.1980 Absid et Interitus BM?","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561954,"Stol i barockstil hög rygg",,1,0.00,700.00,Stolar,,,,"1800 talet","H 119 B 67 L 56",306,"Anvands som skribordsstol","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562066,"Tavla, Klubbhuset",10/09/2015,1,0.00,150.00,Konst,,,,"Serigrafi 99/100","ca 38x25",,"Donerades av avlidne klubbroder Jarl-Erik Lagerblads fru Hjordis Lagerblad, mottogs av exordforanden Magnus Stahlberg, Sign. PoN 78. Purchased at: Gava","2016-04-27 10:59:04",,"6PK66E5LTxUDDSUuvmx5aO.jpg, 5ZIxYF2wW84PUbEmDKQsbM.jpg",
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562048,"Tegelsten märkt STENSWIK",,1,0.00,50.00,,,,,"Kanske slutet V 1800 talet","14x28,5x8",477,"Henrik Degerman, intendent av Stenswiks gård invid Borgå fann detta pa skräpflaket utanför klubben 2004! Används som dörrkloss i kansliet.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561996,"Tennpokal 1930 talet på träfot",,1,0.00,100.00,Prydnadsf,,,,1930,"H 20",327,"Fragesport pris donation av VH Runar Hallstrom (100 ars... sid. 143) Jfr nr 328","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561986,"Tryck Sällskapets byggn Stholm",,1,0.00,50.00,Konst,,,,,"H29 B 38",324,"Gåva av Sällskapet på klubbens Soare med damer sept 2000.","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561941,"Tryck Viborg plan",,1,0.00,100.00,Konst,,,,"Henrik Rosenius",h42xb54,176,"Tryckeri Printaco Dåligt skick","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562061,"Tryck, entre, Royal Bachelors Club",,1,0.00,50.00,Prydnadsf,,,,,"Ca 25x35",538,"Donerades av RBC Gotenorg 3.11.2011 i samband med Nordiska Klubbmotet i Hfors","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item561999,"Vas, försilvrad mässing",,1,0.00,150.00,Prydnadsf,,,,,"H 35,5 B 13",328,"Jugend stil, till klubben 1950, sliten","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190955,"3O Kansliet",Item562057,Videokanon,,1,890.00,890.00,,,,,Epson,EB-WB,M58F9x0424l,"Med väska","2016-04-27 10:59:04",,,
Property67312,"Svenska Klubben i Helsingfors",Room190956,"3P Vinden Skrubben Invid Hissen",Item562068,Spegelbord,,1,0.00,1000.00,Bord,,,,"1800 talet","H 78 L 113 B 58",222,"Empirestil med träbordskiva, dåligt skick, till vinden 2009","2016-04-27 10:59:04",,,
